year;month;day;day_of_week;gender;births
1998;12;30;3;F;13297
1998;12;31;4;M;11389
1999;1;1;5;F;8163
1999;1;2;6;M;7637
1999;1;3;7;F;7416
1999;1;4;1;M;10396
1999;1;5;2;F;12004
1999;1;6;3;M;11718
1999;1;7;4;F;11901
1999;1;8;5;M;11772
1999;1;9;6;F;8466
1999;1;10;7;M;7704
1999;1;11;1;F;10816
1999;1;12;2;M;12190
1999;1;13;3;F;11626
1999;1;14;4;M;11767
1999;1;15;5;F;11704
1999;1;16;6;M;8444
1999;1;17;7;F;7679
1999;1;18;1;M;10508
1999;1;19;2;F;11812
1999;1;20;3;M;11901
1999;1;21;4;F;12027
1999;1;22;5;M;11677
1999;1;23;6;F;8587
1999;1;24;7;M;7597
1999;1;25;1;F;10973
1999;1;26;2;M;11915
1999;1;27;3;F;11548
1999;1;28;4;M;11745
1999;1;29;5;F;11571
1999;1;30;6;M;8473
1999;1;31;7;F;7445
1999;2;1;1;M;10718
1999;2;2;2;F;12037
1999;2;3;3;M;11747
1999;2;4;4;F;11811
1999;2;5;5;M;11693
1999;2;6;6;F;8394
1999;2;7;7;M;7675
1999;2;8;1;F;11022
1999;2;9;2;M;12157
1999;2;10;3;F;11849
1999;2;11;4;M;12086
1999;2;12;5;F;11709
1999;2;13;6;M;8298
1999;2;14;7;F;7902
1999;2;15;1;M;10431
1999;2;16;2;F;11987
1999;2;17;3;M;11868
1999;2;18;4;F;11909
1999;2;19;5;M;11818
1999;2;20;6;F;8604
1999;2;21;7;M;7664
1999;2;22;1;F;10958
1999;2;23;2;M;11875
1999;2;24;3;F;11761
1999;2;25;4;M;11716
1999;2;26;5;F;11615
1999;2;27;6;M;8458
1999;2;28;7;F;7806
1999;3;1;1;M;10958
1999;3;2;2;F;12288
1999;3;3;3;M;11998
1999;3;4;4;F;11767
1999;3;5;5;M;11841
1999;3;6;6;F;8616
1999;3;7;7;M;7578
1999;3;8;1;F;10749
1999;3;9;2;M;11896
1999;3;10;3;F;11823
1999;3;11;4;M;11832
1999;3;12;5;F;11834
1999;3;13;6;M;8436
1999;3;14;7;F;7549
1999;3;15;1;M;10830
1999;3;16;2;F;12134
1999;3;17;3;M;11928
1999;3;18;4;F;11915
1999;3;19;5;M;11554
1999;3;20;6;F;8621
1999;3;21;7;M;7582
1999;3;22;1;F;10743
1999;3;23;2;M;12132
1999;3;24;3;F;11764
1999;3;25;4;M;11879
1999;3;26;5;F;11543
1999;3;27;6;M;8592
1999;3;28;7;F;7389
1999;3;29;1;M;11259
1999;3;30;2;F;12071
1999;3;31;3;M;11838
1999;4;1;4;F;11313
1999;4;2;5;M;11354
1999;4;3;6;F;8059
1999;4;4;7;M;7067
1999;4;5;1;F;10820
1999;4;6;2;M;12063
1999;4;7;3;F;11941
1999;4;8;4;M;11724
1999;4;9;5;F;11550
1999;4;10;6;M;8364
1999;4;11;7;F;7510
1999;4;12;1;M;10849
1999;4;13;2;F;11884
1999;4;14;3;M;11669
1999;4;15;4;F;11818
1999;4;16;5;M;11546
1999;4;17;6;F;8633
1999;4;18;7;M;7394
1999;4;19;1;F;10767
1999;4;20;2;M;12067
1999;4;21;3;F;11636
1999;4;22;4;M;11763
1999;4;23;5;F;11533
1999;4;24;6;M;8301
1999;4;25;7;F;7370
1999;4;26;1;M;10806
1999;4;27;2;F;12013
1999;4;28;3;M;11915
1999;4;29;4;F;11743
1999;4;30;5;M;11417
1999;5;1;6;F;8522
1999;5;2;7;M;7537
1999;5;3;1;F;10972
1999;5;4;2;M;12455
1999;5;5;3;F;12278
1999;5;6;4;M;12267
1999;5;7;5;F;11857
1999;5;8;6;M;8314
1999;5;9;7;F;7630
1999;5;10;1;M;11158
1999;5;11;2;F;12316
1999;5;12;3;M;12111
1999;5;13;4;F;11801
1999;5;14;5;M;11874
1999;5;15;6;F;8492
1999;5;16;7;M;7600
1999;5;17;1;F;11106
1999;5;18;2;M;12438
1999;5;19;3;F;11758
1999;5;20;4;M;11944
1999;5;21;5;F;11895
1999;5;22;6;M;8558
1999;5;23;7;F;7700
1999;5;24;1;M;11340
1999;5;25;2;F;12833
1999;5;26;3;M;12346
1999;5;27;4;F;12640
1999;5;28;5;M;12405
1999;5;29;6;F;8875
1999;5;30;7;M;7661
1999;5;31;1;F;7843
1999;6;1;2;M;11583
1999;6;2;3;F;12961
1999;6;3;4;M;12796
1999;6;4;5;F;12340
1999;6;5;6;M;8814
1999;6;6;7;F;7691
1999;6;7;1;M;11105
1999;6;8;2;F;12338
1999;6;9;3;M;12010
1999;6;10;4;F;12259
1999;6;11;5;M;12028
1999;6;12;6;F;8654
1999;6;13;7;M;7648
1999;6;14;1;F;11145
1999;6;15;2;M;12525
1999;6;16;3;F;12089
1999;6;17;4;M;12069
1999;6;18;5;F;11861
1999;6;19;6;M;8621
1999;6;20;7;F;7675
1999;6;21;1;M;11492
1999;6;22;2;F;12527
1999;6;23;3;M;12130
1999;6;24;4;F;12343
1999;6;25;5;M;11768
1999;6;26;6;F;8922
1999;6;27;7;M;7968
1999;6;28;1;F;11506
1999;6;29;2;M;12853
1999;6;30;3;F;12480
1999;7;1;4;M;12828
1999;7;2;5;F;12525
1999;7;3;6;M;8764
1999;7;4;7;F;7973
1999;7;5;1;M;8413
1999;7;6;2;F;11799
1999;7;7;3;M;13343
1999;7;8;4;F;13245
1999;7;9;5;M;12566
1999;7;10;6;F;9196
1999;7;11;7;M;7882
1999;7;12;1;F;11489
1999;7;13;2;M;12646
1999;7;14;3;F;12631
1999;7;15;4;M;12795
1999;7;16;5;F;12582
1999;7;17;6;M;9034
1999;7;18;7;F;8025
1999;7;19;1;M;11556
1999;7;20;2;F;12849
1999;7;21;3;M;12685
1999;7;22;4;F;12945
1999;7;23;5;M;12674
1999;7;24;6;F;9258
1999;7;25;7;M;8182
1999;7;26;1;F;11687
1999;7;27;2;M;12903
1999;7;28;3;F;12803
1999;7;29;4;M;12840
1999;7;30;5;F;12537
1999;7;31;6;M;9157
1999;8;1;7;F;8167
1999;8;2;1;M;11663
1999;8;3;2;F;12660
1999;8;4;3;M;12564
1999;8;5;4;F;12587
1999;8;6;5;M;12448
1999;8;7;6;F;9070
1999;8;8;7;M;8074
1999;8;9;1;F;11408
1999;8;10;2;M;13035
1999;8;11;3;F;12572
1999;8;12;4;M;13103
1999;8;13;5;F;11924
1999;8;14;6;M;9143
1999;8;15;7;F;8190
1999;8;16;1;M;11753
1999;8;17;2;F;13201
1999;8;18;3;M;12833
1999;8;19;4;F;12783
1999;8;20;5;M;12764
1999;8;21;6;F;9114
1999;8;22;7;M;7964
1999;8;23;1;F;11673
1999;8;24;2;M;13035
1999;8;25;3;F;12595
1999;8;26;4;M;12628
1999;8;27;5;F;12570
1999;8;28;6;M;9387
1999;8;29;7;F;8203
1999;8;30;1;M;11568
1999;8;31;2;F;12692
1999;9;1;3;M;12572
1999;9;2;4;F;12896
1999;9;3;5;M;12914
1999;9;4;6;F;8953
1999;9;5;7;M;8203
1999;9;6;1;F;8249
1999;9;7;2;M;11969
1999;9;8;3;F;13437
1999;9;9;4;M;14540
1999;9;10;5;F;13181
1999;9;11;6;M;9634
1999;9;12;7;F;8463
1999;9;13;1;M;11481
1999;9;14;2;F;12770
1999;9;15;3;M;12880
1999;9;16;4;F;12843
1999;9;17;5;M;13142
1999;9;18;6;F;9599
1999;9;19;7;M;8559
1999;9;20;1;F;11961
1999;9;21;2;M;13384
1999;9;22;3;F;12994
1999;9;23;4;M;13149
1999;9;24;5;F;13009
1999;9;25;6;M;9568
1999;9;26;7;F;8290
1999;9;27;1;M;12103
1999;9;28;2;F;13358
1999;9;29;3;M;12785
1999;9;30;4;F;12523
1999;10;1;5;M;12544
1999;10;2;6;F;9099
1999;10;3;7;M;7888
1999;10;4;1;F;11506
1999;10;5;2;M;12871
1999;10;6;3;F;12534
1999;10;7;4;M;12306
1999;10;8;5;F;12341
1999;10;9;6;M;8804
1999;10;10;7;F;7835
1999;10;11;1;M;11203
1999;10;12;2;F;12442
1999;10;13;3;M;12041
1999;10;14;4;F;12115
1999;10;15;5;M;12187
1999;10;16;6;F;8594
1999;10;17;7;M;7562
1999;10;18;1;F;11021
1999;10;19;2;M;12354
1999;10;20;3;F;11830
1999;10;21;4;M;11960
1999;10;22;5;F;11912
1999;10;23;6;M;8404
1999;10;24;7;F;7465
1999;10;25;1;M;11077
1999;10;26;2;F;12221
1999;10;27;3;M;11654
1999;10;28;4;F;11693
1999;10;29;5;M;11534
1999;10;30;6;F;8488
1999;10;31;7;M;7495
1999;11;1;1;F;10839
1999;11;2;2;M;12098
1999;11;3;3;F;11803
1999;11;4;4;M;11806
1999;11;5;5;F;11868
1999;11;6;6;M;8533
1999;11;7;7;F;7481
1999;11;8;1;M;11049
1999;11;9;2;F;12092
1999;11;10;3;M;11632
1999;11;11;4;F;11802
1999;11;12;5;M;11556
1999;11;13;6;F;8349
1999;11;14;7;M;7526
1999;11;15;1;F;10928
1999;11;16;2;M;12263
1999;11;17;3;F;11665
1999;11;18;4;M;11908
1999;11;19;5;F;12128
1999;11;20;6;M;8630
1999;11;21;7;F;7514
1999;11;22;1;M;12104
1999;11;23;2;F;12804
1999;11;24;3;M;11409
1999;11;25;4;F;7529
1999;11;26;5;M;8892
1999;11;27;6;F;8024
1999;11;28;7;M;7418
1999;11;29;1;F;11095
1999;11;30;2;M;12544
1999;12;1;3;F;12282
1999;12;2;4;M;11976
1999;12;3;5;F;11591
1999;12;4;6;M;8333
1999;12;5;7;F;7503
1999;12;6;1;M;10956
1999;12;7;2;F;12329
1999;12;8;3;M;11849
1999;12;9;4;F;11728
1999;12;10;5;M;11459
1999;12;11;6;F;8442
1999;12;12;7;M;7528
1999;12;13;1;F;10830
1999;12;14;2;M;12667
1999;12;15;3;F;12623
1999;12;16;4;M;12441
1999;12;17;5;F;12453
1999;12;18;6;M;8979
1999;12;19;7;F;7732
1999;12;20;1;M;12497
1999;12;21;2;F;13508
1999;12;22;3;M;12166
1999;12;23;4;F;10591
1999;12;24;5;M;8046
1999;12;25;6;F;6674
1999;12;26;7;M;7432
1999;12;27;1;F;11579
1999;12;28;2;M;13158
1999;12;29;3;F;12629
1999;12;30;4;M;11935
1999;12;31;5;F;9335
2000;1;1;6;M;8843
2000;1;2;7;F;7816
2000;1;3;1;M;11123
2000;1;4;2;F;12703
2000;1;5;3;M;12240
2000;1;6;4;F;12260
2000;1;7;5;M;12280
2000;1;8;6;F;8750
2000;1;9;7;M;7736
2000;1;10;1;F;11418
2000;1;11;2;M;12323
2000;1;12;3;F;12057
2000;1;13;4;M;11556
2000;1;14;5;F;11924
2000;1;15;6;M;8365
2000;1;16;7;F;7499
2000;1;17;1;M;10601
2000;1;18;2;F;12086
2000;1;19;3;M;12083
2000;1;20;4;F;12188
2000;1;21;5;M;11667
2000;1;22;6;F;8633
2000;1;23;7;M;7712
2000;1;24;1;F;11184
2000;1;25;2;M;12253
2000;1;26;3;F;11879
2000;1;27;4;M;12136
2000;1;28;5;F;11673
2000;1;29;6;M;8635
2000;1;30;7;F;7603
2000;1;31;1;M;10882
2000;2;1;2;F;12359
2000;2;2;3;M;12082
2000;2;3;4;F;11806
2000;2;4;5;M;11828
2000;2;5;6;F;8474
2000;2;6;7;M;7730
2000;2;7;1;F;11375
2000;2;8;2;M;12591
2000;2;9;3;F;12024
2000;2;10;4;M;12339
2000;2;11;5;F;12182
2000;2;12;6;M;8674
2000;2;13;7;F;7801
2000;2;14;1;M;11920
2000;2;15;2;F;12711
2000;2;16;3;M;12256
2000;2;17;4;F;12274
2000;2;18;5;M;12162
2000;2;19;6;F;8693
2000;2;20;7;M;7763
2000;2;21;1;F;10406
2000;2;22;2;M;12401
2000;2;23;3;F;11972
2000;2;24;4;M;12160
2000;2;25;5;F;11971
2000;2;26;6;M;8847
2000;2;27;7;F;7716
2000;2;28;1;M;11215
2000;2;29;2;F;11645
2000;3;1;3;M;12407
2000;3;2;4;F;12261
2000;3;3;5;M;12120
2000;3;4;6;F;8861
2000;3;5;7;M;7599
2000;3;6;1;F;11122
2000;3;7;2;M;12133
2000;3;8;3;F;12061
2000;3;9;4;M;12303
2000;3;10;5;F;11898
2000;3;11;6;M;8657
2000;3;12;7;F;7762
2000;3;13;1;M;10946
2000;3;14;2;F;12523
2000;3;15;3;M;12114
2000;3;16;4;F;12154
2000;3;17;5;M;12147
2000;3;18;6;F;8502
2000;3;19;7;M;7623
2000;3;20;1;F;11281
2000;3;21;2;M;12370
2000;3;22;3;F;12047
2000;3;23;4;M;12168
2000;3;24;5;F;12104
2000;3;25;6;M;8975
2000;3;26;7;F;7675
2000;3;27;1;M;11051
2000;3;28;2;F;12394
2000;3;29;3;M;11806
2000;3;30;4;F;11851
2000;3;31;5;M;11638
2000;4;1;6;F;8238
2000;4;2;7;M;7419
2000;4;3;1;F;11178
2000;4;4;2;M;12523
2000;4;5;3;F;11946
2000;4;6;4;M;11929
2000;4;7;5;F;12004
2000;4;8;6;M;8583
2000;4;9;7;F;7628
2000;4;10;1;M;11108
2000;4;11;2;F;12567
2000;4;12;3;M;12241
2000;4;13;4;F;11677
2000;4;14;5;M;11829
2000;4;15;6;F;8718
2000;4;16;7;M;7725
2000;4;17;1;F;11115
2000;4;18;2;M;12525
2000;4;19;3;F;12251
2000;4;20;4;M;12055
2000;4;21;5;F;11080
2000;4;22;6;M;8233
2000;4;23;7;F;7375
2000;4;24;1;M;11109
2000;4;25;2;F;12237
2000;4;26;3;M;11994
2000;4;27;4;F;12013
2000;4;28;5;M;11785
2000;4;29;6;F;8580
2000;4;30;7;M;7515
2000;5;1;1;F;11399
2000;5;2;2;M;12692
2000;5;3;3;F;12017
2000;5;4;4;M;12212
2000;5;5;5;F;12252
2000;5;6;6;M;8689
2000;5;7;7;F;7675
2000;5;8;1;M;11384
2000;5;9;2;F;12470
2000;5;10;3;M;12342
2000;5;11;4;F;12185
2000;5;12;5;M;11928
2000;5;13;6;F;8569
2000;5;14;7;M;7495
2000;5;15;1;F;11316
2000;5;16;2;M;12581
2000;5;17;3;F;12487
2000;5;18;4;M;12336
2000;5;19;5;F;11961
2000;5;20;6;M;8476
2000;5;21;7;F;7741
2000;5;22;1;M;11365
2000;5;23;2;F;12806
2000;5;24;3;M;12427
2000;5;25;4;F;12752
2000;5;26;5;M;12503
2000;5;27;6;F;8866
2000;5;28;7;M;7758
2000;5;29;1;F;8099
2000;5;30;2;M;11699
2000;5;31;3;F;12725
2000;6;1;4;M;13114
2000;6;2;5;F;12428
2000;6;3;6;M;8776
2000;6;4;7;F;7860
2000;6;5;1;M;11458
2000;6;6;2;F;12434
2000;6;7;3;M;12217
2000;6;8;4;F;12508
2000;6;9;5;M;12275
2000;6;10;6;F;8956
2000;6;11;7;M;7961
2000;6;12;1;F;11580
2000;6;13;2;M;12416
2000;6;14;3;F;12599
2000;6;15;4;M;12528
2000;6;16;5;F;12524
2000;6;17;6;M;8981
2000;6;18;7;F;8024
2000;6;19;1;M;11425
2000;6;20;2;F;12764
2000;6;21;3;M;12497
2000;6;22;4;F;12561
2000;6;23;5;M;12364
2000;6;24;6;F;8952
2000;6;25;7;M;8057
2000;6;26;1;F;11914
2000;6;27;2;M;13103
2000;6;28;3;F;12776
2000;6;29;4;M;13184
2000;6;30;5;F;12970
2000;7;1;6;M;9215
2000;7;2;7;F;7933
2000;7;3;1;M;11080
2000;7;4;2;F;9394
2000;7;5;3;M;12078
2000;7;6;4;F;13558
2000;7;7;5;M;13372
2000;7;8;6;F;9479
2000;7;9;7;M;8435
2000;7;10;1;F;12161
2000;7;11;2;M;13267
2000;7;12;3;F;12543
2000;7;13;4;M;12684
2000;7;14;5;F;12941
2000;7;15;6;M;9392
2000;7;16;7;F;8313
2000;7;17;1;M;11876
2000;7;18;2;F;13354
2000;7;19;3;M;12718
2000;7;20;4;F;12855
2000;7;21;5;M;12767
2000;7;22;6;F;9269
2000;7;23;7;M;8011
2000;7;24;1;F;11916
2000;7;25;2;M;12943
2000;7;26;3;F;12700
2000;7;27;4;M;12849
2000;7;28;5;F;12654
2000;7;29;6;M;9303
2000;7;30;7;F;8289
2000;7;31;1;M;11626
2000;8;1;2;F;13081
2000;8;2;3;M;12489
2000;8;3;4;F;12834
2000;8;4;5;M;12681
2000;8;5;6;F;9236
2000;8;6;7;M;8201
2000;8;7;1;F;11628
2000;8;8;2;M;13334
2000;8;9;3;F;12926
2000;8;10;4;M;12694
2000;8;11;5;F;12478
2000;8;12;6;M;9072
2000;8;13;7;F;8174
2000;8;14;1;M;11638
2000;8;15;2;F;13067
2000;8;16;3;M;12876
2000;8;17;4;F;12828
2000;8;18;5;M;12839
2000;8;19;6;F;9102
2000;8;20;7;M;8122
2000;8;21;1;F;11711
2000;8;22;2;M;13172
2000;8;23;3;F;12685
2000;8;24;4;M;12737
2000;8;25;5;F;12623
2000;8;26;6;M;9193
2000;8;27;7;F;8086
2000;8;28;1;M;11794
2000;8;29;2;F;12922
2000;8;30;3;M;12805
2000;8;31;4;F;13052
2000;9;1;5;M;12826
2000;9;2;6;F;9066
2000;9;3;7;M;8080
2000;9;4;1;F;8412
2000;9;5;2;M;11871
2000;9;6;3;F;13577
2000;9;7;4;M;13194
2000;9;8;5;F;13166
2000;9;9;6;M;9617
2000;9;10;7;F;8354
2000;9;11;1;M;12091
2000;9;12;2;F;13263
2000;9;13;3;M;12965
2000;9;14;4;F;13432
2000;9;15;5;M;13245
2000;9;16;6;F;9580
2000;9;17;7;M;8512
2000;9;18;1;F;12244
2000;9;19;2;M;13533
2000;9;20;3;F;13384
2000;9;21;4;M;13050
2000;9;22;5;F;12893
2000;9;23;6;M;9304
2000;9;24;7;F;8392
2000;9;25;1;M;12150
2000;9;26;2;F;13210
2000;9;27;3;M;13137
2000;9;28;4;F;13202
2000;9;29;5;M;12724
2000;9;30;6;F;9135
2000;10;1;7;M;8279
2000;10;2;1;F;11905
2000;10;3;2;M;12969
2000;10;4;3;F;12841
2000;10;5;4;M;12943
2000;10;6;5;F;12491
2000;10;7;6;M;8925
2000;10;8;7;F;7956
2000;10;9;1;M;11022
2000;10;10;2;F;12750
2000;10;11;3;M;12564
2000;10;12;4;F;12756
2000;10;13;5;M;11468
2000;10;14;6;F;8985
2000;10;15;7;M;7972
2000;10;16;1;F;11702
2000;10;17;2;M;12805
2000;10;18;3;F;12470
2000;10;19;4;M;12195
2000;10;20;5;F;12146
2000;10;21;6;M;8765
2000;10;22;7;F;7772
2000;10;23;1;M;11526
2000;10;24;2;F;12685
2000;10;25;3;M;12463
2000;10;26;4;F;12475
2000;10;27;5;M;12051
2000;10;28;6;F;8790
2000;10;29;7;M;7954
2000;10;30;1;F;11227
2000;10;31;2;M;11069
2000;11;1;3;F;12579
2000;11;2;4;M;12734
2000;11;3;5;F;12329
2000;11;4;6;M;8853
2000;11;5;7;F;7890
2000;11;6;1;M;11520
2000;11;7;2;F;12592
2000;11;8;3;M;12506
2000;11;9;4;F;12502
2000;11;10;5;M;12300
2000;11;11;6;F;9052
2000;11;12;7;M;7874
2000;11;13;1;F;11129
2000;11;14;2;M;12776
2000;11;15;3;F;12623
2000;11;16;4;M;12706
2000;11;17;5;F;12606
2000;11;18;6;M;8906
2000;11;19;7;F;7872
2000;11;20;1;M;12625
2000;11;21;2;F;13672
2000;11;22;3;M;12038
2000;11;23;4;F;7939
2000;11;24;5;M;9539
2000;11;25;6;F;8320
2000;11;26;7;M;7793
2000;11;27;1;F;11831
2000;11;28;2;M;13446
2000;11;29;3;F;12786
2000;11;30;4;M;12473
2000;12;1;5;F;12219
2000;12;2;6;M;8622
2000;12;3;7;F;7748
2000;12;4;1;M;11176
2000;12;5;2;F;12607
2000;12;6;3;M;12363
2000;12;7;4;F;12498
2000;12;8;5;M;12263
2000;12;9;6;F;8635
2000;12;10;7;M;7807
2000;12;11;1;F;11506
2000;12;12;2;M;13189
2000;12;13;3;F;12214
2000;12;14;4;M;12313
2000;12;15;5;F;12368
2000;12;16;6;M;8981
2000;12;17;7;F;7845
2000;12;18;1;M;12276
2000;12;19;2;F;13430
2000;12;20;3;M;13391
2000;12;21;4;F;13146
2000;12;22;5;M;11937
2000;12;23;6;F;8294
2000;12;24;7;M;6801
2000;12;25;1;F;6566
2000;12;26;2;M;10070
2000;12;27;3;F;12858
2000;12;28;4;M;13532
2000;12;29;5;F;13234
2000;12;30;6;M;9177
2000;12;31;7;F;7721
2001;1;1;1;M;7437
2001;1;2;2;F;10346
2001;1;3;3;M;12113
2001;1;4;4;F;12429
2001;1;5;5;M;12427
2001;1;6;6;F;9019
2001;1;7;7;M;7747
2001;1;8;1;F;11239
2001;1;9;2;M;12105
2001;1;10;3;F;12160
2001;1;11;4;M;12155
2001;1;12;5;F;12464
2001;1;13;6;M;8647
2001;1;14;7;F;7674
2001;1;15;1;M;10720
2001;1;16;2;F;12041
2001;1;17;3;M;12046
2001;1;18;4;F;12362
2001;1;19;5;M;12044
2001;1;20;6;F;8602
2001;1;21;7;M;7668
2001;1;22;1;F;11219
2001;1;23;2;M;12176
2001;1;24;3;F;12046
2001;1;25;4;M;12316
2001;1;26;5;F;11993
2001;1;27;6;M;8640
2001;1;28;7;F;7641
2001;1;29;1;M;11269
2001;1;30;2;F;12237
2001;1;31;3;M;12216
2001;2;1;4;F;12186
2001;2;2;5;M;12188
2001;2;3;6;F;8476
2001;2;4;7;M;7608
2001;2;5;1;F;11546
2001;2;6;2;M;12247
2001;2;7;3;F;12091
2001;2;8;4;M;12147
2001;2;9;5;F;12086
2001;2;10;6;M;8637
2001;2;11;7;F;7437
2001;2;12;1;M;11413
2001;2;13;2;F;12012
2001;2;14;3;M;12890
2001;2;15;4;F;12407
2001;2;16;5;M;12119
2001;2;17;6;F;8474
2001;2;18;7;M;7422
2001;2;19;1;F;10356
2001;2;20;2;M;12113
2001;2;21;3;F;12206
2001;2;22;4;M;12234
2001;2;23;5;F;12040
2001;2;24;6;M;8491
2001;2;25;7;F;7646
2001;2;26;1;M;11073
2001;2;27;2;F;12068
2001;2;28;3;M;11921
2001;3;1;4;F;12263
2001;3;2;5;M;12128
2001;3;3;6;F;8761
2001;3;4;7;M;7675
2001;3;5;1;F;11182
2001;3;6;2;M;12052
2001;3;7;3;F;12094
2001;3;8;4;M;12194
2001;3;9;5;F;12242
2001;3;10;6;M;8679
2001;3;11;7;F;7564
2001;3;12;1;M;11366
2001;3;13;2;F;12273
2001;3;14;3;M;12367
2001;3;15;4;F;12286
2001;3;16;5;M;12248
2001;3;17;6;F;8850
2001;3;18;7;M;7399
2001;3;19;1;F;11099
2001;3;20;2;M;12574
2001;3;21;3;F;12394
2001;3;22;4;M;12262
2001;3;23;5;F;12213
2001;3;24;6;M;8683
2001;3;25;7;F;7689
2001;3;26;1;M;11042
2001;3;27;2;F;12328
2001;3;28;3;M;12175
2001;3;29;4;F;12166
2001;3;30;5;M;11855
2001;3;31;6;F;8581
2001;4;1;7;M;7037
2001;4;2;1;F;11430
2001;4;3;2;M;12578
2001;4;4;3;F;12409
2001;4;5;4;M;12233
2001;4;6;5;F;12221
2001;4;7;6;M;8626
2001;4;8;7;F;7594
2001;4;9;1;M;11349
2001;4;10;2;F;12745
2001;4;11;3;M;12631
2001;4;12;4;F;12511
2001;4;13;5;M;10741
2001;4;14;6;F;8102
2001;4;15;7;M;7080
2001;4;16;1;F;11002
2001;4;17;2;M;12636
2001;4;18;3;F;12151
2001;4;19;4;M;11942
2001;4;20;5;F;12047
2001;4;21;6;M;8671
2001;4;22;7;F;7643
2001;4;23;1;M;11462
2001;4;24;2;F;12720
2001;4;25;3;M;12444
2001;4;26;4;F;12309
2001;4;27;5;M;12154
2001;4;28;6;F;8474
2001;4;29;7;M;7481
2001;4;30;1;F;11190
2001;5;1;2;M;12745
2001;5;2;3;F;12289
2001;5;3;4;M;12302
2001;5;4;5;F;12062
2001;5;5;6;M;8632
2001;5;6;7;F;7861
2001;5;7;1;M;11432
2001;5;8;2;F;12751
2001;5;9;3;M;12225
2001;5;10;4;F;12398
2001;5;11;5;M;12117
2001;5;12;6;F;8537
2001;5;13;7;M;7370
2001;5;14;1;F;11343
2001;5;15;2;M;12829
2001;5;16;3;F;12373
2001;5;17;4;M;12426
2001;5;18;5;F;12132
2001;5;19;6;M;8658
2001;5;20;7;F;7597
2001;5;21;1;M;11398
2001;5;22;2;F;12785
2001;5;23;3;M;12662
2001;5;24;4;F;12932
2001;5;25;5;M;12504
2001;5;26;6;F;8790
2001;5;27;7;M;7409
2001;5;28;1;F;7810
2001;5;29;2;M;11754
2001;5;30;3;F;13112
2001;5;31;4;M;12782
2001;6;1;5;F;12426
2001;6;2;6;M;8753
2001;6;3;7;F;7762
2001;6;4;1;M;11239
2001;6;5;2;F;12401
2001;6;6;3;M;12507
2001;6;7;4;F;12333
2001;6;8;5;M;12231
2001;6;9;6;F;8604
2001;6;10;7;M;7559
2001;6;11;1;F;11521
2001;6;12;2;M;12894
2001;6;13;3;F;12102
2001;6;14;4;M;12429
2001;6;15;5;F;12192
2001;6;16;6;M;8631
2001;6;17;7;F;7607
2001;6;18;1;M;11559
2001;6;19;2;F;12517
2001;6;20;3;M;12452
2001;6;21;4;F;12323
2001;6;22;5;M;12068
2001;6;23;6;F;8304
2001;6;24;7;M;7501
2001;6;25;1;F;11363
2001;6;26;2;M;12638
2001;6;27;3;F;12560
2001;6;28;4;M;12830
2001;6;29;5;F;12683
2001;6;30;6;M;9096
2001;7;1;7;F;7953
2001;7;2;1;M;12154
